CustomerID,Recency,Frequency,AdjMonetary,HadCancellation,HadDiscounts,HadManual,IsMultiCountry,Country,Cluster,Clusterlabel
13947,65,1,90.6,0,0,0,0,United Kingdom,3,At-Risk
13948,361,1,102.0,0,0,0,0,United Kingdom,3,At-Risk
13949,3,6,2427.32,0,0,0,0,United Kingdom,1,VIP Customer
13950,11,4,728.56,1,0,0,0,United Kingdom,2,Occasional but Reachable
13951,176,3,674.45,0,0,0,0,United Kingdom,0,Stable but Passive
13952,218,2,3246.091,1,0,0,0,United Kingdom,0,Stable but Passive
13953,7,7,3515.68,0,0,0,0,United Kingdom,1,VIP Customer
13954,2,2,378.59000000000003,5,0,0,0,United Kingdom,2,Occasional but Reachable
13955,154,2,322.96,0,0,0,0,United Kingdom,3,At-Risk
13956,5,5,1019.27,0,0,0,0,United Kingdom,2,Occasional but Reachable
13959,79,3,594.04,0,0,0,0,United Kingdom,0,Stable but Passive
13960,21,2,230.22,0,0,0,0,United Kingdom,2,Occasional but Reachable
13962,22,2,169.55,0,0,0,0,United Kingdom,2,Occasional but Reachable
13963,308,4,664.54,0,0,0,0,United Kingdom,0,Stable but Passive
13967,146,1,80.7,0,0,0,0,United Kingdom,3,At-Risk
13969,7,18,8956.92,7,0,0,0,United Kingdom,1,VIP Customer
13971,19,8,2702.2200000000003,9,0,0,0,United Kingdom,1,VIP Customer
13972,71,2,190.25,0,0,0,0,United Kingdom,3,At-Risk
13973,287,1,264.7,0,0,0,0,United Kingdom,3,At-Risk
13974,49,1,413.59000000000003,0,0,0,0,United Kingdom,3,At-Risk
13975,31,6,2438.19,2,0,0,0,United Kingdom,0,Stable but Passive
13976,207,1,357.98,0,0,0,0,United Kingdom,3,At-Risk
13978,15,2,196.79000000000002,0,0,0,0,United Kingdom,2,Occasional but Reachable
13979,73,1,869.87,0,0,0,0,United Kingdom,3,At-Risk
13980,60,1,200.14,0,0,0,0,United Kingdom,3,At-Risk
13982,39,4,1861.11,4,0,0,0,United Kingdom,0,Stable but Passive
13983,30,12,2590.46,5,0,0,0,United Kingdom,1,VIP Customer
13984,27,5,488.03,1,0,0,0,United Kingdom,0,Stable but Passive
13985,4,15,7024.53,2,0,0,0,United Kingdom,1,VIP Customer
13986,17,1,320.46,0,0,0,0,United Kingdom,2,Occasional but Reachable
13988,20,6,4098.8,5,0,0,0,United Kingdom,1,VIP Customer
13989,66,2,1266.08,0,0,0,0,United Kingdom,0,Stable but Passive
13990,213,1,311.3,0,0,0,0,United Kingdom,3,At-Risk
13991,12,6,845.54,2,0,1,0,United Kingdom,0,Stable but Passive
13992,30,1,76.8,0,0,0,0,United Kingdom,3,At-Risk
13993,43,9,3409.6600000000003,4,0,0,0,United Kingdom,1,VIP Customer
13994,4,6,2274.14,0,0,0,0,United Kingdom,1,VIP Customer
13995,15,5,1383.49,1,0,0,0,United Kingdom,0,Stable but Passive
13999,10,12,3865.2599999999998,4,0,0,0,United Kingdom,1,VIP Customer
14000,211,1,633.7099999999999,1,0,0,0,United Kingdom,3,At-Risk
14001,46,3,2030.3300000000002,0,0,1,0,United Kingdom,0,Stable but Passive
14002,134,2,529.73,0,0,0,0,United Kingdom,3,At-Risk
14004,43,7,4582.64,0,0,0,0,United Kingdom,0,Stable but Passive
14005,10,5,2874.72,0,0,0,0,United Kingdom,1,VIP Customer
14006,116,3,962.19,0,0,0,0,United Kingdom,0,Stable but Passive
14009,198,2,685.9300000000001,2,0,0,0,United Kingdom,3,At-Risk
14012,278,1,328.8,0,0,0,0,United Kingdom,3,At-Risk
14013,110,3,473.02,0,0,0,0,United Kingdom,0,Stable but Passive
14014,77,1,505.18,0,0,0,0,United Kingdom,3,At-Risk
14015,53,1,917.34,0,0,0,0,United Kingdom,2,Occasional but Reachable
14016,162,4,4328.46,1,0,0,0,EIRE,0,Stable but Passive
14019,47,3,1398.9599999999998,2,0,0,0,United Kingdom,0,Stable but Passive
14020,17,2,642.8,0,0,0,0,United Kingdom,2,Occasional but Reachable
14021,155,3,631.9,0,0,0,0,United Kingdom,0,Stable but Passive
14022,225,1,440.0,0,0,0,0,United Kingdom,3,At-Risk
14023,7,2,584.07,0,0,0,0,United Kingdom,2,Occasional but Reachable
14024,122,2,327.7,0,0,0,0,United Kingdom,3,At-Risk
14027,61,1,104.82,0,0,0,0,United Kingdom,3,At-Risk
14029,63,2,467.66,0,0,0,0,United Kingdom,3,At-Risk
14030,18,8,2358.84,0,0,0,0,United Kingdom,1,VIP Customer
14031,7,19,14634.64,7,1,0,0,United Kingdom,1,VIP Customer
14032,2,11,2929.84,9,0,0,0,United Kingdom,1,VIP Customer
14034,22,3,509.09,3,0,0,0,United Kingdom,2,Occasional but Reachable
14035,29,5,1428.02,0,0,0,0,United Kingdom,0,Stable but Passive
14036,285,1,626.65,0,0,0,0,United Kingdom,3,At-Risk
14037,176,2,147.20000000000002,0,0,0,0,United Kingdom,3,At-Risk
14038,78,3,1554.48,1,0,0,0,United Kingdom,0,Stable but Passive
14039,33,1,152.2,0,0,0,0,United Kingdom,2,Occasional but Reachable
14040,41,12,3487.59,6,0,0,0,United Kingdom,1,VIP Customer
14041,266,1,141.41,0,0,0,0,United Kingdom,3,At-Risk
14044,27,4,646.42,0,0,0,0,United Kingdom,0,Stable but Passive
14045,109,4,1659.75,0,0,0,0,United Kingdom,0,Stable but Passive
14046,284,1,148.19,0,0,1,0,United Kingdom,3,At-Risk
14047,9,5,1290.0100000000002,2,0,0,0,United Kingdom,0,Stable but Passive
14048,305,1,375.13,3,0,0,0,United Kingdom,3,At-Risk
14049,17,4,5536.150000000001,17,0,0,0,United Kingdom,0,Stable but Passive
14050,32,2,746.36,0,0,0,0,United Kingdom,2,Occasional but Reachable
14051,1,23,15477.340000000002,5,0,0,0,United Kingdom,1,VIP Customer
14052,20,1,225.36,0,0,0,0,United Kingdom,2,Occasional but Reachable
14053,124,2,260.25,0,0,0,0,United Kingdom,3,At-Risk
14054,65,1,92.46,0,0,0,0,United Kingdom,3,At-Risk
14055,106,1,725.6400000000001,0,0,0,0,United Kingdom,3,At-Risk
14056,1,23,8062.46,21,0,1,0,United Kingdom,1,VIP Customer
14057,24,17,6141.099999999999,7,0,0,0,United Kingdom,1,VIP Customer
14059,267,1,183.6,0,0,0,0,United Kingdom,3,At-Risk
14060,5,19,6135.38,1,0,0,0,United Kingdom,1,VIP Customer
14062,10,12,10464.85,0,0,0,0,United Kingdom,1,VIP Customer
14064,29,5,1168.9199999999998,2,0,0,0,United Kingdom,0,Stable but Passive
14066,267,1,152.55,0,0,0,0,United Kingdom,3,At-Risk
14067,64,2,374.7,0,0,0,0,United Kingdom,3,At-Risk
14068,320,1,265.85,0,0,0,0,United Kingdom,3,At-Risk
14071,4,8,1276.52,9,0,2,0,United Kingdom,1,VIP Customer
14073,32,1,139.54,1,0,0,0,United Kingdom,2,Occasional but Reachable
14075,5,3,942.26,0,0,0,0,United Kingdom,2,Occasional but Reachable
14076,129,1,118.67,0,0,0,0,United Kingdom,3,At-Risk
14077,41,5,499.41999999999996,0,0,0,0,United Kingdom,0,Stable but Passive
14078,102,6,1049.37,0,0,0,0,United Kingdom,0,Stable but Passive
14079,125,1,375.1,0,0,0,0,United Kingdom,3,At-Risk
14080,33,1,45.599999999999994,0,0,0,0,United Kingdom,3,At-Risk
14081,302,2,891.77,3,0,0,0,United Kingdom,3,At-Risk
14082,365,1,182.25,0,0,0,0,United Kingdom,3,At-Risk
14083,4,9,1002.9,0,0,0,0,United Kingdom,1,VIP Customer
14085,2,18,4408.54,1,0,0,0,United Kingdom,1,VIP Customer
14087,3,1,178.72,1,0,0,0,United Kingdom,2,Occasional but Reachable
14088,10,13,50415.49,1,0,0,0,United Kingdom,1,VIP Customer
14089,57,1,158.75,0,0,0,0,United Kingdom,3,At-Risk
14090,325,1,76.32000000000001,0,0,0,0,United Kingdom,3,At-Risk
14092,8,14,4063.1,3,0,0,0,United Kingdom,1,VIP Customer
14093,12,1,433.86,0,0,0,0,United Kingdom,2,Occasional but Reachable
14096,4,17,57120.91,16,0,1,0,United Kingdom,1,VIP Customer
14098,37,1,147.35,0,0,0,0,United Kingdom,3,At-Risk
14099,16,11,3092.9700000000003,2,0,0,0,United Kingdom,1,VIP Customer
14100,138,1,191.95000000000002,0,0,0,0,United Kingdom,3,At-Risk
14101,74,6,5976.79,0,0,0,0,United Kingdom,0,Stable but Passive
14102,5,5,1060.33,5,0,0,0,United Kingdom,2,Occasional but Reachable
14104,155,2,216.20999999999998,0,0,0,0,United Kingdom,3,At-Risk
14105,239,1,1260.33,2,0,0,0,United Kingdom,3,At-Risk
14107,52,7,2688.48,1,0,0,0,United Kingdom,0,Stable but Passive
14108,31,2,594.16,1,0,0,0,United Kingdom,2,Occasional but Reachable
14109,73,1,80.19999999999999,5,0,0,0,United Kingdom,3,At-Risk
14110,4,12,5669.65,1,0,0,0,United Kingdom,1,VIP Customer
14111,14,4,688.6,1,0,0,0,United Kingdom,2,Occasional but Reachable
14112,23,7,2774.17,13,0,0,0,United Kingdom,1,VIP Customer
14113,4,4,1377.92,6,0,0,0,United Kingdom,2,Occasional but Reachable
14114,274,2,386.53,0,0,0,0,United Kingdom,3,At-Risk
14116,20,5,1382.74,0,0,0,0,United Kingdom,0,Stable but Passive
14117,144,1,90.0,0,0,0,0,United Kingdom,3,At-Risk
14121,4,4,2740.3,2,0,0,0,United Kingdom,1,VIP Customer
14124,84,1,419.58000000000004,0,0,0,0,United Kingdom,3,At-Risk
14125,11,3,2720.63,0,0,0,0,United Kingdom,0,Stable but Passive
14126,8,3,643.6300000000001,1,0,0,0,United Kingdom,2,Occasional but Reachable
14127,123,3,709.71,0,0,0,0,United Kingdom,0,Stable but Passive
14128,61,2,637.5,0,0,0,0,United Kingdom,0,Stable but Passive
14129,2,5,1123.8600000000001,0,0,0,0,United Kingdom,1,VIP Customer
14130,319,1,480.91,0,0,0,0,United Kingdom,3,At-Risk
14132,2,11,3580.1299999999997,1,0,0,0,United Kingdom,1,VIP Customer
14133,130,3,590.34,2,0,0,0,United Kingdom,0,Stable but Passive
14135,2,15,4690.31,0,0,0,0,United Kingdom,1,VIP Customer
14138,2,2,965.8800000000001,0,0,0,0,United Kingdom,2,Occasional but Reachable
14139,46,1,415.82,0,0,0,0,United Kingdom,3,At-Risk
14140,4,2,920.05,1,0,0,0,United Kingdom,2,Occasional but Reachable
14141,3,4,879.03,6,0,0,0,United Kingdom,2,Occasional but Reachable
14142,373,1,311.81,0,0,0,0,United Kingdom,3,At-Risk
14143,134,1,115.8,0,0,0,0,United Kingdom,3,At-Risk
14145,47,4,3148.2,1,0,0,0,United Kingdom,0,Stable but Passive
14146,9,5,2949.5699999999997,35,0,0,0,United Kingdom,1,VIP Customer
14147,78,2,468.4,1,0,0,0,United Kingdom,3,At-Risk
14148,234,1,157.2,0,0,0,0,United Kingdom,3,At-Risk
14149,221,1,259.43,12,0,0,0,United Kingdom,3,At-Risk
14150,36,2,658.64,0,0,0,0,United Kingdom,2,Occasional but Reachable
14152,75,2,611.0899999999999,1,0,0,0,United Kingdom,0,Stable but Passive
14154,239,2,1345.62,0,0,0,0,United Kingdom,0,Stable but Passive
14155,266,1,118.75,0,0,0,0,United Kingdom,3,At-Risk
14156,10,55,113214.59000000001,19,0,1,0,EIRE,1,VIP Customer
14157,20,2,392.44000000000005,1,0,0,0,United Kingdom,2,Occasional but Reachable
14158,40,1,507.66,0,0,0,0,United Kingdom,2,Occasional but Reachable
14159,20,11,4610.9,8,0,1,0,United Kingdom,1,VIP Customer
14161,216,3,1097.6200000000001,0,0,0,0,United Kingdom,0,Stable but Passive
14162,174,2,289.36,0,0,0,0,United Kingdom,3,At-Risk
14163,87,4,2445.91,0,0,0,0,United Kingdom,0,Stable but Passive
14164,71,2,1631.77,0,0,0,0,United Kingdom,0,Stable but Passive
14165,276,1,120.44,0,0,0,0,United Kingdom,3,At-Risk
14167,39,4,562.59,0,0,0,0,United Kingdom,0,Stable but Passive
14171,98,1,363.79,0,0,0,0,United Kingdom,3,At-Risk
14173,11,4,450.84,0,0,0,0,United Kingdom,2,Occasional but Reachable
14174,33,1,134.46,0,0,0,0,United Kingdom,3,At-Risk
14175,60,3,3108.0600000000004,15,0,0,0,United Kingdom,0,Stable but Passive
14176,297,4,574.0000000000001,1,0,0,0,United Kingdom,0,Stable but Passive
14177,86,4,544.51,1,0,0,0,United Kingdom,0,Stable but Passive
14178,9,7,1560.26,0,0,2,0,United Kingdom,1,VIP Customer
14179,41,2,701.57,0,0,0,0,United Kingdom,0,Stable but Passive
14180,11,25,4640.77,8,0,0,0,United Kingdom,1,VIP Customer
14184,67,1,452.89,0,0,0,0,United Kingdom,3,At-Risk
14185,331,1,197.65,0,0,0,0,United Kingdom,3,At-Risk
14188,31,6,2018.91,6,0,0,0,United Kingdom,0,Stable but Passive
14189,2,15,4604.3099999999995,12,0,0,0,United Kingdom,1,VIP Customer
14191,2,13,4660.01,4,0,0,0,United Kingdom,1,VIP Customer
14193,68,2,853.39,0,0,0,0,United Kingdom,0,Stable but Passive
14194,5,21,11216.75,25,0,0,0,United Kingdom,1,VIP Customer
14195,202,2,962.7,1,0,0,0,United Kingdom,3,At-Risk
14196,107,1,335.52,0,0,0,0,United Kingdom,3,At-Risk
14198,18,4,663.5,5,0,0,0,United Kingdom,2,Occasional but Reachable
14199,218,1,185.39999999999998,0,0,0,0,United Kingdom,3,At-Risk
14201,60,7,688.0400000000001,2,0,0,0,United Kingdom,0,Stable but Passive
14204,2,1,150.61,0,0,0,0,United Kingdom,2,Occasional but Reachable
14205,17,2,218.77999999999997,15,0,0,0,United Kingdom,2,Occasional but Reachable
14206,239,1,308.26,1,0,0,0,United Kingdom,3,At-Risk
14208,95,1,151.74,0,0,0,0,United Kingdom,3,At-Risk
14209,11,6,2067.1299999999997,1,0,0,0,United Kingdom,1,VIP Customer
14210,106,6,1900.89,1,0,0,0,United Kingdom,0,Stable but Passive
14211,53,9,2208.2999999999997,6,0,0,0,United Kingdom,0,Stable but Passive
14212,90,1,1070.48,0,0,0,0,United Kingdom,3,At-Risk
14214,31,5,1000.23,3,0,0,0,United Kingdom,0,Stable but Passive
14215,12,6,1777.92,1,0,0,0,United Kingdom,1,VIP Customer
14216,3,4,1839.3,0,0,0,0,United Kingdom,1,VIP Customer
14217,2,17,1925.3600000000001,7,0,0,0,United Kingdom,1,VIP Customer
14218,43,1,169.48000000000002,0,0,0,0,United Kingdom,3,At-Risk
14219,4,1,89.94,0,0,0,0,United Kingdom,2,Occasional but Reachable
14220,247,2,632.4,0,0,0,0,United Kingdom,3,At-Risk
14221,42,9,3427.8500000000004,1,0,0,0,United Kingdom,1,VIP Customer
14222,177,1,683.17,0,0,0,0,United Kingdom,3,At-Risk
14223,92,3,975.23,1,0,0,0,United Kingdom,0,Stable but Passive
14224,110,4,1009.73,0,0,0,0,United Kingdom,0,Stable but Passive
14226,29,5,2184.24,6,0,0,0,United Kingdom,0,Stable but Passive
14227,26,10,3315.71,8,0,0,0,United Kingdom,1,VIP Customer
14229,52,3,1450.6000000000001,3,0,0,0,United Kingdom,0,Stable but Passive
14231,184,3,822.0600000000001,4,0,0,0,United Kingdom,0,Stable but Passive
14232,43,5,2043.93,3,0,0,0,United Kingdom,0,Stable but Passive
14233,49,4,1447.51,1,0,0,0,United Kingdom,0,Stable but Passive
14234,22,4,754.12,0,0,0,0,United Kingdom,0,Stable but Passive
14235,75,5,3093.86,1,0,0,0,United Kingdom,0,Stable but Passive
14236,81,2,490.86,0,0,0,0,United Kingdom,3,At-Risk
14237,373,1,161.0,0,0,0,0,United Kingdom,3,At-Risk
14238,326,1,146.85,0,0,0,0,United Kingdom,3,At-Risk
14239,43,11,2323.5,4,0,0,0,United Kingdom,1,VIP Customer
14240,30,2,890.34,0,0,0,0,United Kingdom,2,Occasional but Reachable
14241,184,1,213.70000000000002,0,0,0,0,United Kingdom,3,At-Risk
14242,235,2,280.55,0,0,0,0,United Kingdom,3,At-Risk
14243,9,10,2535.88,7,0,0,0,United Kingdom,1,VIP Customer
14245,220,2,1677.48,4,0,0,0,United Kingdom,0,Stable but Passive
14246,111,3,1474.06,0,0,0,0,United Kingdom,0,Stable but Passive
14247,278,1,136.76999999999998,0,0,0,0,United Kingdom,3,At-Risk
14248,318,1,302.58,0,0,0,0,United Kingdom,3,At-Risk
14250,7,3,1904.05,0,0,0,0,United Kingdom,2,Occasional but Reachable
14251,2,5,2879.7000000000003,0,0,0,0,United Kingdom,1,VIP Customer
14256,260,2,935.0600000000001,1,0,0,0,United Kingdom,3,At-Risk
14257,64,5,3087.2700000000004,1,0,0,0,United Kingdom,0,Stable but Passive
14258,9,9,12650.08,1,0,0,0,United Kingdom,1,VIP Customer
14259,142,1,120.0,0,0,0,0,United Kingdom,3,At-Risk
14261,51,2,1163.45,0,0,0,0,United Kingdom,0,Stable but Passive
14262,8,8,2618.23,0,0,0,0,United Kingdom,1,VIP Customer
14264,155,2,319.47,2,0,0,0,United Kingdom,3,At-Risk
14265,109,2,530.18,0,0,0,0,Unspecified,3,At-Risk
14267,163,3,1279.09,11,0,0,0,United Kingdom,0,Stable but Passive
14270,332,1,492.65000000000003,0,0,0,0,United Kingdom,3,At-Risk
14271,226,1,112.32,0,0,0,0,United Kingdom,3,At-Risk
14272,74,2,437.96,0,0,0,0,United Kingdom,3,At-Risk
14273,51,4,559.97,0,0,0,0,United Kingdom,0,Stable but Passive
14276,99,3,1019.39,11,0,0,0,United Kingdom,0,Stable but Passive
14277,15,3,3928.8,3,0,0,0,France,0,Stable but Passive
14280,197,1,134.04,0,0,0,0,United Kingdom,3,At-Risk
14282,3,15,3701.44,0,0,0,0,United Kingdom,1,VIP Customer
14284,31,2,578.45,2,0,0,0,United Kingdom,2,Occasional but Reachable
14285,21,4,1910.01,0,0,0,0,United Kingdom,0,Stable but Passive
14286,24,3,4595.81,5,0,0,0,United Kingdom,0,Stable but Passive
14287,8,3,151.23,2,0,0,0,United Kingdom,2,Occasional but Reachable
14288,213,1,413.85,1,0,0,0,United Kingdom,3,At-Risk
14289,9,6,911.26,0,0,0,0,United Kingdom,1,VIP Customer
14290,11,5,2307.4500000000003,2,0,0,0,United Kingdom,1,VIP Customer
14291,2,11,3873.3,1,0,0,0,United Kingdom,1,VIP Customer
14292,8,9,4819.33,8,0,0,0,United Kingdom,1,VIP Customer
14293,3,4,1046.56,0,0,0,0,United Kingdom,2,Occasional but Reachable
14295,40,1,154.70000000000002,2,0,0,0,United Kingdom,3,At-Risk
14297,18,4,1284.06,2,0,0,0,United Kingdom,0,Stable but Passive
14298,8,44,50862.44,3,0,0,0,United Kingdom,1,VIP Customer
14299,8,9,2855.35,19,0,0,0,United Kingdom,1,VIP Customer
14300,19,1,43.2,0,0,0,0,United Kingdom,2,Occasional but Reachable
14301,117,1,632.04,3,0,0,0,United Kingdom,3,At-Risk
14304,223,1,197.09999999999997,10,0,0,0,United Kingdom,3,At-Risk
14305,71,3,1803.76,5,0,0,0,United Kingdom,0,Stable but Passive
14306,51,2,2083.42,2,0,0,0,United Kingdom,0,Stable but Passive
14307,89,6,2995.72,0,0,0,0,United Kingdom,0,Stable but Passive
14309,8,9,2319.6800000000003,6,0,0,0,United Kingdom,1,VIP Customer
14311,243,1,229.70999999999998,7,0,0,0,United Kingdom,3,At-Risk
14312,47,6,1611.59,0,0,0,0,United Kingdom,0,Stable but Passive
14314,107,1,120.0,0,0,0,0,United Kingdom,3,At-Risk
14315,45,6,2456.98,3,0,0,0,United Kingdom,0,Stable but Passive
14317,65,1,508.58000000000004,0,0,0,0,United Kingdom,3,At-Risk
14320,207,2,343.11,11,0,0,0,United Kingdom,3,At-Risk
14321,11,5,1530.75,0,0,0,0,United Kingdom,0,Stable but Passive
14323,115,2,574.2600000000001,5,0,0,0,United Kingdom,3,At-Risk
14326,242,1,166.85,1,0,0,0,United Kingdom,3,At-Risk
14327,163,1,311.65,0,0,0,0,United Kingdom,3,At-Risk
14329,17,7,4889.139999999999,10,0,0,0,United Kingdom,1,VIP Customer
14331,124,2,462.65999999999997,0,0,0,0,United Kingdom,3,At-Risk
14332,23,3,840.21,0,0,0,0,United Kingdom,0,Stable but Passive
14333,68,1,351.45,4,0,0,0,United Kingdom,3,At-Risk
14334,17,8,2539.46,1,0,0,0,United Kingdom,1,VIP Customer
14335,16,2,454.86,0,0,0,0,Germany,2,Occasional but Reachable
14336,17,4,1614.91,0,0,0,0,United Kingdom,0,Stable but Passive
14338,161,2,554.22,3,0,0,0,United Kingdom,3,At-Risk
14339,243,1,289.90999999999997,4,0,0,0,United Kingdom,3,At-Risk
14340,219,1,134.7,0,0,0,0,United Kingdom,3,At-Risk
14341,45,8,2151.08,1,0,0,0,United Kingdom,0,Stable but Passive
14342,21,4,607.71,3,0,0,0,United Kingdom,2,Occasional but Reachable
14344,127,8,889.9300000000001,0,0,0,0,United Kingdom,0,Stable but Passive
14345,39,1,108.97999999999999,0,0,0,0,United Kingdom,3,At-Risk
14346,121,2,1021.58,0,0,0,0,United Kingdom,0,Stable but Passive
14348,260,1,409.57,0,0,0,0,United Kingdom,3,At-Risk
14349,10,1,133.5,0,0,0,0,United Kingdom,2,Occasional but Reachable
14350,274,1,258.7,3,0,0,0,United Kingdom,3,At-Risk
14351,165,1,51.0,0,0,0,0,United Kingdom,3,At-Risk
14352,157,4,1078.96,0,0,0,0,United Kingdom,0,Stable but Passive
14353,215,1,90.6,0,0,0,0,United Kingdom,3,At-Risk
14354,6,2,163.62,0,0,0,0,United Kingdom,2,Occasional but Reachable
14355,366,1,174.4,0,0,0,0,United Kingdom,3,At-Risk
14356,80,2,666.94,5,0,0,0,United Kingdom,0,Stable but Passive
14357,43,1,225.12,0,0,0,0,United Kingdom,3,At-Risk
14359,19,3,882.5799999999999,3,0,0,0,United Kingdom,2,Occasional but Reachable
14360,32,4,2118.03,0,0,0,0,United Kingdom,0,Stable but Passive
14362,22,1,151.5,0,0,0,0,United Kingdom,2,Occasional but Reachable
14364,109,8,3717.35,0,0,0,0,United Kingdom,0,Stable but Passive
14367,8,16,9134.119999999999,9,0,0,0,United Kingdom,1,VIP Customer
14368,320,1,155.0,0,0,0,0,United Kingdom,3,At-Risk
14371,295,1,100.5,0,0,0,0,United Kingdom,3,At-Risk
14373,358,1,76.55,0,0,0,0,United Kingdom,3,At-Risk
14375,185,1,235.56,0,0,0,0,United Kingdom,3,At-Risk
14377,191,2,617.05,0,0,0,0,United Kingdom,3,At-Risk
14379,44,2,348.1,0,0,0,0,United Kingdom,2,Occasional but Reachable
14381,52,1,202.68,0,0,0,0,United Kingdom,3,At-Risk
14382,26,1,615.49,0,0,0,0,United Kingdom,2,Occasional but Reachable
14383,38,3,1247.69,0,0,0,0,United Kingdom,0,Stable but Passive
14385,9,3,202.11,0,0,0,0,United Kingdom,2,Occasional but Reachable
14386,297,1,142.4,0,0,0,0,United Kingdom,3,At-Risk
14387,33,3,1727.6,0,0,0,0,United Kingdom,0,Stable but Passive
14388,10,8,3172.04,5,0,0,0,United Kingdom,1,VIP Customer
14389,65,2,999.72,17,0,0,0,United Kingdom,0,Stable but Passive
14390,10,9,4582.219999999999,5,0,0,0,United Kingdom,1,VIP Customer
14393,218,1,67.95,0,0,0,0,United Kingdom,3,At-Risk
14395,2,9,3444.1099999999997,3,0,0,0,United Kingdom,1,VIP Customer
14396,65,2,487.99,0,0,0,0,United Kingdom,3,At-Risk
14397,3,19,2556.68,8,0,0,0,United Kingdom,1,VIP Customer
14400,149,1,559.7,1,0,0,0,United Kingdom,3,At-Risk
14401,4,13,4039.98,1,0,0,0,United Kingdom,1,VIP Customer
14403,130,4,1426.31,6,0,0,0,United Kingdom,0,Stable but Passive
14404,34,6,1409.72,1,0,0,0,United Kingdom,0,Stable but Passive
14406,119,1,156.75,0,0,0,0,United Kingdom,3,At-Risk
14407,107,6,2111.08,3,0,0,0,United Kingdom,0,Stable but Passive
14408,11,7,2599.03,0,0,0,0,United Kingdom,1,VIP Customer
14409,71,6,1908.2500000000002,1,0,0,0,United Kingdom,0,Stable but Passive
14410,92,9,573.45,91,0,2,0,United Kingdom,0,Stable but Passive
14411,311,1,1063.0,0,0,0,0,United Kingdom,3,At-Risk
14412,43,2,761.3299999999999,2,0,0,0,United Kingdom,0,Stable but Passive
14413,362,1,121.05,0,0,0,0,United Kingdom,3,At-Risk
14414,92,7,1485.13,1,0,0,0,United Kingdom,0,Stable but Passive
14415,1,13,5766.849999999999,22,0,0,0,United Kingdom,1,VIP Customer
14416,22,2,490.22,0,0,0,0,United Kingdom,2,Occasional but Reachable
14418,4,3,1937.25,0,0,0,0,United Kingdom,2,Occasional but Reachable
14419,11,6,1051.79,0,0,0,0,United Kingdom,0,Stable but Passive
14420,99,1,385.87,1,0,0,0,United Kingdom,3,At-Risk
14421,57,2,813.11,0,0,0,0,United Kingdom,0,Stable but Passive
14422,1,6,4263.64,0,0,0,0,United Kingdom,1,VIP Customer
14423,218,1,265.2,0,0,0,0,United Kingdom,3,At-Risk
14424,18,1,322.08,0,0,0,0,United Kingdom,2,Occasional but Reachable
14426,24,10,3918.9,40,0,0,0,United Kingdom,1,VIP Customer
14427,50,2,363.34000000000003,0,0,0,0,United Kingdom,2,Occasional but Reachable
14428,7,5,1209.37,4,0,0,0,United Kingdom,1,VIP Customer
14431,303,1,423.26,4,0,0,0,United Kingdom,3,At-Risk
14432,10,6,2248.5,0,0,0,0,United Kingdom,1,VIP Customer
14434,22,6,1372.8,0,0,0,0,United Kingdom,0,Stable but Passive
14436,99,1,89.06,0,0,0,0,United Kingdom,3,At-Risk
14438,306,1,131.9,0,0,0,0,United Kingdom,3,At-Risk
14439,320,1,2661.24,0,0,0,0,Greece,0,Stable but Passive
14440,8,5,2357.6800000000003,0,0,0,0,United Kingdom,1,VIP Customer
14441,1,4,1545.14,8,0,0,0,United Kingdom,1,VIP Customer
14442,205,2,1544.62,5,0,0,0,Channel Islands,0,Stable but Passive
14443,54,4,1400.88,5,0,0,0,United Kingdom,0,Stable but Passive
14446,1,4,1000.75,0,0,1,0,United Kingdom,2,Occasional but Reachable
14447,19,5,1163.23,0,0,0,0,United Kingdom,0,Stable but Passive
14448,9,2,375.35,0,0,0,0,United Kingdom,2,Occasional but Reachable
14449,19,4,885.8,0,0,0,0,United Kingdom,0,Stable but Passive
14450,181,3,483.25,0,0,0,0,United Kingdom,3,At-Risk
14451,60,2,643.9,0,0,0,0,United Kingdom,0,Stable but Passive
14452,11,2,259.05,0,0,0,0,United Kingdom,2,Occasional but Reachable
14453,190,1,119.93,0,0,0,0,United Kingdom,3,At-Risk
14456,5,9,2999.09,6,0,3,0,United Kingdom,1,VIP Customer
14457,311,1,113.64,0,0,0,0,United Kingdom,3,At-Risk
14459,155,1,1837.92,0,0,0,0,United Kingdom,0,Stable but Passive
14460,110,3,383.34,1,0,0,0,United Kingdom,3,At-Risk
14461,148,3,2102.28,0,0,1,0,United Kingdom,0,Stable but Passive
14462,66,11,1942.4499999999998,5,0,2,0,United Kingdom,0,Stable but Passive
14463,98,3,529.62,0,0,0,0,United Kingdom,0,Stable but Passive
14465,247,3,1038.44,0,0,0,0,United Kingdom,0,Stable but Passive
14466,29,7,2272.4,0,0,0,0,United Kingdom,0,Stable but Passive
14467,18,4,596.26,0,0,0,0,United Kingdom,2,Occasional but Reachable
14470,12,2,461.19,0,0,0,0,United Kingdom,2,Occasional but Reachable
14472,104,8,1852.67,0,0,0,0,United Kingdom,0,Stable but Passive
14473,74,2,234.34000000000003,0,0,0,0,United Kingdom,3,At-Risk
14474,46,1,537.7099999999999,1,0,0,0,United Kingdom,2,Occasional but Reachable
14475,72,3,799.82,5,0,0,0,United Kingdom,0,Stable but Passive
